NMFS_DNA_ID	GENOTYPE_NUMBER	BOX_ID	BOX_POSITION	SAMPLE_ID	BATCH_ID	PROJECT_NAME	GENUS	SPECIES	LENGTH	WEIGHT	SEX	AGE	REPORTED_LIFE_STAGE	PHENOTYPE	HATCHERY_MARK	TAG_NUMBER	COLLECTION_DATE	ESTIMATED_DATE	PICKER	PICK_DATE	LEFTOVER_SAMPLE	SAMPLE_COMMENTS	NMFS_DNA_ID	STATE_F	COUNTY_F	WATERSHED	TRIB_1	TRIB_2	WATER_NAME	REACH_SITE	HATCHERY	STRAIN	LATITUDE_F	LONGITUDE_F	LOCATION_COMMENTS_F	Sample_ID	OmyY1	OmyY1	R18251	R18251	R23044	R23044	R30220	R30220	R34286	R34286	R38993	R38993	SH114448	SH114448	R000200	R000200	R033859	R033859	R09768	R09768	R12730	R12730	R24463	R24463	R00586	R00586	R19198	R19198	R23330	R23330	R30355	R30355	R34385	R34385	R39365	R39365	SH121006	SH121006	R018277	R018277	R03418	R03418	R10226	R10226	R13191	R13191	R24493	R24493	R12738	R12738	R19633	R19633	R23813	R23813	R30423	R30423	R34662	R34662	R40094	R40094	SH127236	SH127236	R02551	R02551	R03924	R03924	R10530	R10530	R16543	R16543	R26255	R26255	R13730	R13730	R19731	R19731	R24068	R24068	R30589	R30589	R35324	R35324	R40152	R40152	OMS00116	OMS00116	R02676	R02676	R04143	R04143	R11238	R11238	R19868	R19868	R27050	R27050	R14225	R14225	R21285	R21285	R24273	R24273	R30678	R30678	R37205	R37205	R40252	R40252	OMS00143	OMS00143	R02783	R02783	R04203	R04203	R11353	R11353	R19948	R19948	R30551	R30551	R14383	R14383	R21330	R21330	R24370	R24370	R33010	R33010	R37229	R37229	R40319	R40319	OMS00144	OMS00144	R02785	R02785	R04760	R04760	R11790	R11790	R20353	R20353	R32124	R32124	R14511	R14511	R21561	R21561	R28680	R28680	R33411	R33411	R37560	R37560	R40342	R40342	OMS00159	OMS00159	R03042	R03042	R04944	R04944	R12528	R12528	R21023	R21023	R32692	R32692	R14589	R14589	R22570	R22570	R30015	R30015	R33562	R33562	R38346	R38346	R40580	R40580	OMS00169	OMS00169	R03306	R03306	R08985	R08985	R12611	R12611	R22488	R22488	R36639	R36639
M030015	001	M298	1D	969-005	1167		Oncorhynchus	mykiss	87								8/16/07		"MM, HS"	6/11/08		"LLID: 1210259431773, Redband Trout"	M030015	Oregon	Lake	Fort Rock Basin			Buck Creek						"Site ID: Buck-007, UTM Zone: 10, StartEasting: 644357, StartNorthing: 4762190, EndEasting: 644306, EndNorthing: 4770801"	M030015_M298_1D	0	0	4	4	2	2	2	2	3	4	3	3	2	2	3	3	0	0	2	2	4	2	0	0	3	3	1	3	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	2	1	1	2	4	2	2	3	3	2	2	3	3	3	2	1	2	4	4	3	3	1	2	3	3	1	1	4	4	2	2	3	4	1	3	1	3	1	4	1	3	1	3	1	3	1	2	3	4	2	2	2	4	4	4	2	2	3	3	1	4	2	2	3	3	2	2	1	3	3	3	1	2	1	1	1	2	1	3	1	1	0	0	0	0	2	2	3	4	4	2	1	1	1	3	0	0	2	4	1	3	1	4	1	3	1	3	2	2	2	2	1	4	2	4	4	2	2	2	1	3	1	4	0	0	3	3	1	3	1	1	4	4	1	1	1	2	4	2	3	3	4	2	3	3
M030016	001	M298	1E	969-006	1167		Oncorhynchus	mykiss	111								8/16/07		"MM, HS"	6/11/08		"LLID: 1210259431773, Redband Trout"	M030016	Oregon	Lake	Fort Rock Basin			Buck Creek						"Site ID: Buck-007, UTM Zone: 10, StartEasting: 644357, StartNorthing: 4762190, EndEasting: 644306, EndNorthing: 4770801"	M030016_M298_1E	0	0	4	4	2	2	1	2	3	4	3	3	2	2	1	1	0	0	2	2	4	2	0	0	3	3	1	3	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	4	1	1	2	4	2	2	2	3	2	2	3	3	2	2	1	2	4	4	3	3	1	2	3	3	1	1	4	4	2	2	3	4	3	3	1	3	1	1	1	3	3	3	3	3	1	2	3	4	2	2	4	4	4	4	2	2	1	3	1	4	2	2	3	3	2	2	1	3	1	1	1	2	1	1	1	2	1	3	1	1	0	0	0	0	2	2	3	4	4	2	1	1	1	3	0	0	2	4	1	3	1	4	3	3	1	3	2	2	2	2	1	1	2	4	4	2	2	2	3	3	1	4	0	0	3	3	1	3	1	1	4	4	1	1	2	2	4	2	3	3	4	2	3	3
M030017	001	M298	1F	969-007	1167		Oncorhynchus	mykiss	100								8/20/07		"MM, HS"	6/11/08		"LLID: 1210259431773, Redband Trout"	M030017	Oregon	Lake	Fort Rock Basin			Buck Creek						"Site ID: Buck-005, UTM Zone: 10, StartEasting: 653505, StartNorthing: 4762058, EndEasting: 653468, EndNorthing: 4778008"	M030017_M298_1F	0	0	4	4	2	2	1	1	4	4	3	3	4	4	3	3	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	4	2	2	2	2	4	4	2	2	3	3	4	4	1	1	2	4	2	2	2	3	2	2	3	3	3	3	2	2	4	4	3	3	2	2	3	3	1	1	2	4	2	2	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	3	4	2	2	2	4	4	4	2	2	1	1	4	4	2	2	3	3	2	2	1	3	1	3	1	1	1	1	2	2	3	3	1	1	0	0	0	0	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	3	1	1	1	3	1	1	2	2	2	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	1	2	4	4	3	3	4	4	3	3
M030018	001	M298	1G	969-009	1167		Oncorhynchus	mykiss	154								8/20/07		"MM, HS"	6/11/08		"LLID: 1210259431773, Redband Trout"	M030018	Oregon	Lake	Fort Rock Basin			Buck Creek						"Site ID: Buck-005, UTM Zone: 10, StartEasting: 653505, StartNorthing: 4766837, EndEasting: 653468, EndNorthing: 4778008"	M030018_M298_1G	0	0	4	4	2	2	1	1	4	4	3	3	4	4	3	3	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	2	2	4	4	2	2	3	3	4	4	1	1	4	4	2	2	3	3	2	2	3	3	3	3	2	2	4	4	3	3	2	2	1	3	1	1	2	4	2	2	4	4	3	3	1	1	1	1	1	1	1	1	3	3	1	1	4	4	2	2	2	4	4	4	2	3	1	3	4	4	2	2	3	3	2	2	1	3	3	3	1	1	1	1	1	2	3	3	1	1	0	0	0	0	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	3	3	1	1	2	2	1	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M030019	001	M298	1H	969-010	1167		Oncorhynchus	mykiss	101								8/20/07		"MM, HS"	6/11/08		"LLID: 1210259431773, Redband Trout"	M030019	Oregon	Lake	Fort Rock Basin			Buck Creek						"Site ID: Buck-005, UTM Zone: 10, StartEasting: 653505, StartNorthing: 4766837, EndEasting: 653468, EndNorthing: 4778008"	M030019_M298_1H	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	2	2	4	4	2	2	3	3	4	4	1	2	4	4	2	2	2	3	2	2	3	3	3	3	2	2	4	4	3	3	2	2	3	3	1	1	4	4	2	2	3	4	1	1	1	1	1	4	1	1	1	1	1	3	1	1	4	4	2	2	2	2	4	4	2	2	3	3	4	4	2	2	3	3	2	2	1	1	1	3	1	1	1	1	2	2	3	3	1	1	0	0	0	0	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	1	1	1	2	2	1	2	1	1	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M030020	001	M298	2A	969-011	1167		Oncorhynchus	mykiss	91								8/20/07		"MM, HS"	6/11/08		"LLID: 1210259431773, Redband Trout"	M030020	Oregon	Lake	Fort Rock Basin			Buck Creek						"Site ID: Buck-005, UTM Zone: 10, StartEasting: 653505, StartNorthing: 4766837, EndEasting: 653468, EndNorthing: 4778008"	M030020_M298_2A	0	0	2	4	2	4	1	2	4	4	3	3	2	2	1	1	0	0	2	2	4	2	0	0	1	3	1	3	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	2	1	1	2	2	2	2	3	3	1	2	3	3	3	2	1	2	4	4	0	0	1	2	3	3	1	2	4	4	1	2	4	4	3	3	1	3	1	1	1	3	1	3	3	3	1	2	3	3	2	4	4	4	4	4	2	3	3	3	1	4	2	2	1	3	1	2	1	3	1	1	1	2	1	2	1	1	1	3	1	3	0	0	0	0	4	2	3	4	4	2	1	1	1	3	0	0	2	4	3	3	1	4	1	3	3	3	2	4	2	2	1	4	2	4	4	2	2	3	3	3	1	4	0	0	0	0	1	3	1	1	2	4	1	1	1	1	4	2	3	3	4	2	3	3
M030021	001	M298	2B	969-012	1167		Oncorhynchus	mykiss	143								8/20/07		"MM, HS"	6/11/08		"LLID: 1210259431773, Redband Trout"	M030021	Oregon	Lake	Fort Rock Basin			Buck Creek						"Site ID: Buck-005, UTM Zone: 10, StartEasting: 653505, StartNorthing: 4766837, EndEasting: 653468, EndNorthing: 4778008"	M030021_M298_2B	0	0	2	4	2	4	1	2	4	4	3	3	2	2	1	1	0	0	2	2	4	2	0	0	1	3	1	3	3	4	3	3	1	2	1	4	1	2	2	2	1	4	2	4	3	4	4	2	1	1	2	2	2	2	3	3	1	2	3	3	3	2	1	2	4	4	0	0	1	2	3	3	1	2	4	4	1	2	4	4	1	3	1	3	1	1	1	3	1	3	3	3	1	2	3	3	2	4	2	4	4	4	2	2	1	3	1	4	2	2	1	3	1	2	1	3	1	1	1	2	1	2	1	2	1	3	1	3	0	0	0	0	4	2	3	4	4	2	1	1	1	3	0	0	2	4	3	3	1	4	1	3	1	3	0	0	1	2	1	1	2	4	4	2	2	3	3	3	1	4	0	0	0	0	1	3	1	1	2	4	1	1	1	1	4	2	3	3	4	2	3	3
M030022	001	M298	2C	969-013	1167		Oncorhynchus	mykiss	159								8/21/07		"MM, HS"	6/11/08		"LLID: 1210259431773, Redband Trout"	M030022	Oregon	Lake	Fort Rock Basin			Buck Creek						"Site ID: Buck-004, UTM Zone: 10, StartEasting: 641557, StartNorthing: 4766837, EndEasting: 641496, EndNorthing: 4768358"	M030022_M298_2C	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	4	2	2	1	1	2	2	2	2	4	4	2	2	3	3	4	4	1	1	2	4	2	2	2	2	2	2	3	3	3	3	2	2	4	4	0	0	2	2	3	3	1	1	4	4	2	2	4	4	3	3	1	1	1	1	1	1	1	3	3	3	1	1	4	4	2	2	4	4	4	4	2	3	1	3	4	4	2	2	3	3	2	2	1	3	1	1	1	1	1	1	2	2	3	3	1	1	0	0	0	0	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	3	1	1	2	2	1	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M030023	001	M298	2D	969-014	1167		Oncorhynchus	mykiss	128								8/21/07		"MM, HS"	6/11/08		"LLID: 1210259431773, Redband Trout"	M030023	Oregon	Lake	Fort Rock Basin			Buck Creek						"Site ID: Buck-004, UTM Zone: 10, StartEasting: 641557, StartNorthing: 4767663, EndEasting: 641496, EndNorthing: 4768358"	M030023_M298_2D	0	0	2	4	2	2	0	0	3	4	3	3	2	2	1	1	0	0	2	2	4	2	0	0	1	3	1	3	3	4	3	4	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	2	1	1	2	4	2	2	2	3	1	2	3	3	3	2	1	2	4	4	3	3	1	2	3	3	1	2	2	4	1	1	3	4	1	3	1	3	1	1	1	3	1	3	3	3	1	2	3	4	2	4	2	4	4	4	2	2	1	3	1	4	2	2	1	3	1	2	3	3	1	3	1	2	1	1	1	2	1	3	1	3	0	0	0	0	4	2	3	4	4	2	1	1	1	3	0	0	2	4	1	3	1	4	1	3	1	3	2	4	2	2	1	1	2	4	4	2	2	2	3	3	1	4	0	0	0	0	1	3	1	1	2	4	1	3	2	2	4	2	3	3	4	2	3	3
M030024	001	M298	2E	969-016	1167		Oncorhynchus	mykiss	102								8/21/07		"MM, HS"	6/11/08		"LLID: 1210259431773, Redband Trout"	M030024	Oregon	Lake	Fort Rock Basin			Buck Creek						"Site ID: Buck-004, UTM Zone: 10, StartEasting: 641557, StartNorthing: 4764775, EndEasting: 641496, EndNorthing: 4768358"	M030024_M298_2E	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	4	2	2	1	4	2	2	2	2	4	4	2	2	3	3	4	4	1	1	2	4	2	2	2	2	2	2	3	3	3	3	2	2	4	4	3	3	2	2	3	3	1	1	2	4	2	2	4	4	3	3	1	1	1	1	1	1	3	3	1	3	1	1	4	4	2	2	2	4	4	4	2	2	1	3	4	4	2	2	3	3	2	2	1	3	1	3	1	1	1	1	2	2	3	3	1	1	0	0	0	0	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	3	1	1	2	2	2	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M030025	001	M298	2F	969-017	1167		Oncorhynchus	mykiss	192								8/21/07		"MM, HS"	6/11/08		"LLID: 1210259431773, Redband Trout"	M030025	Oregon	Lake	Fort Rock Basin			Buck Creek						"Site ID: Buck-004, UTM Zone: 10, StartEasting: 641557, StartNorthing: 4767663, EndEasting: 641496, EndNorthing: 4768358"	M030025_M298_2F	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	4	2	2	2	2	4	4	2	2	3	3	4	4	1	1	2	4	2	2	2	2	2	2	3	3	3	3	2	2	4	4	3	3	2	2	3	3	1	1	2	4	2	2	4	4	3	3	1	1	1	4	1	1	1	3	1	1	1	1	4	4	2	2	2	2	4	4	2	3	1	3	4	4	2	2	3	3	2	2	1	1	1	1	1	1	1	1	2	2	3	3	1	1	0	0	0	0	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	1	1	1	2	2	2	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M030026	001	M298	2G	969-018	1167		Oncorhynchus	mykiss	90								8/21/07		"MM, HS"	6/11/08		"LLID: 1210259431773, Redband Trout"	M030026	Oregon	Lake	Fort Rock Basin			Buck Creek						"Site ID: Buck-004, UTM Zone: 10, StartEasting: 641557, StartNorthing: 4764775, EndEasting: 641496, EndNorthing: 4768358"	M030026_M298_2G	0	0	4	4	2	2	1	1	4	4	3	3	2	4	1	1	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	4	2	2	2	2	4	4	2	2	3	3	4	4	1	1	2	4	2	2	2	3	2	2	3	3	3	3	2	2	4	4	3	3	2	2	1	1	1	1	2	4	2	2	4	4	1	1	1	1	1	1	1	1	1	1	3	3	1	1	4	4	2	2	2	2	4	4	2	2	3	3	4	4	2	2	3	3	2	2	1	3	1	1	1	1	1	1	1	2	3	3	1	1	0	0	0	0	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	3	1	1	1	1	1	1	2	2	2	2	1	1	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M030043	001	M298	4H	969-035	1167		Oncorhynchus	mykiss	141								9/12/07		"MM, HS"	6/11/08		"LLID: 1210259431773, Redband Trout"	M030043	Oregon	Lake	Fort Rock Basin			Buck Creek						"Site ID: Buck-014, UTM Zone: 10, StartEasting: 638382, StartNorthing: 4726940, EndEasting: 638388, EndNorthing: 4764704"	M030043_M298_4H	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	4	4	2	2	2	2	4	4	2	2	3	3	4	4	1	1	2	4	2	2	2	3	2	2	3	3	3	3	2	2	4	4	3	3	2	2	3	3	1	1	4	4	2	2	4	4	1	1	1	1	1	1	1	1	1	3	3	3	1	1	3	4	2	2	2	4	4	4	2	2	1	1	4	4	2	2	3	3	2	2	1	3	1	3	1	1	1	1	2	2	3	3	1	1	0	0	0	0	2	2	4	4	4	4	1	1	1	1	0	0	4	4	3	3	1	1	1	3	1	1	2	2	2	2	1	1	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	1	2	4	4	3	3	4	4	3	3
M030045	001	M298	5B	969-038	1167		Oncorhynchus	mykiss	175								9/12/07		"MM, HS"	6/11/08		"LLID: 1210259431773, Redband Trout"	M030045	Oregon	Lake	Fort Rock Basin			Buck Creek						"Site ID: Buck-014, UTM Zone: 10, StartEasting: 638382, StartNorthing: 4726940, EndEasting: 638388, EndNorthing: 4764704"	M030045_M298_5B	0	0	4	4	2	2	1	1	4	4	3	3	4	4	3	3	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	4	2	2	1	1	2	2	2	2	4	4	2	2	3	3	4	4	1	1	2	4	2	2	2	2	2	2	3	3	3	3	2	2	4	4	0	0	2	2	1	1	1	1	2	4	2	2	4	4	1	1	1	3	1	1	1	1	1	3	3	3	1	1	4	4	2	2	2	2	4	4	2	2	3	3	4	4	2	2	3	3	2	2	1	1	1	3	1	1	1	1	1	2	3	3	1	1	0	0	0	0	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	1	1	1	2	2	2	2	4	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M030046	001	M298	5C	969-039	1167		Oncorhynchus	mykiss	225								9/12/07		"MM, HS"	6/11/08		"LLID: 1210259431773, Redband Trout"	M030046	Oregon	Lake	Fort Rock Basin			Buck Creek						"Site ID: Buck-014, UTM Zone: 10, StartEasting: 638382, StartNorthing: 4726940, EndEasting: 638388, EndNorthing: 4764704"	M030046_M298_5C	0	0	4	4	2	2	1	1	4	4	3	4	4	4	1	1	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	2	2	4	4	2	2	3	3	4	4	1	1	4	4	2	2	2	2	2	2	3	4	3	3	2	2	4	4	0	0	2	2	3	3	1	1	2	4	2	2	4	4	1	3	1	1	1	1	1	1	1	1	3	3	1	1	4	4	2	2	2	4	4	4	3	3	3	3	4	4	2	2	3	3	2	2	1	1	1	3	1	1	1	1	1	2	3	3	1	1	0	0	0	0	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	3	1	1	2	2	2	2	4	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M030049	001	M298	5F	969-042	1167		Oncorhynchus	mykiss	188								9/12/07		"MM, HS"	6/11/08		"LLID: 1210259431773, Redband Trout"	M030049	Oregon	Lake	Fort Rock Basin			Buck Creek						"Site ID: Buck-014, UTM Zone: 10, StartEasting: 638382, StartNorthing: 4726940, EndEasting: 638388, EndNorthing: 4764704"	M030049_M298_5F	0	0	4	4	2	2	1	1	4	4	3	4	4	4	1	1	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	2	2	4	4	2	2	3	3	4	4	1	1	2	4	2	2	2	2	2	2	3	3	3	3	2	2	4	4	3	3	2	2	1	3	1	1	4	4	2	2	4	4	0	0	1	1	1	1	1	1	1	3	1	1	1	1	4	4	2	2	2	4	4	4	2	2	1	1	4	4	2	2	3	3	2	2	3	3	1	3	1	1	1	1	2	2	3	3	1	1	0	0	0	0	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	3	1	1	2	2	2	2	1	4	4	4	4	4	2	2	1	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M030050	001	M298	5G	969-043	1167		Oncorhynchus	mykiss	123								9/12/07		"MM, HS"	6/11/08		"LLID: 1210259431773, Redband Trout"	M030050	Oregon	Lake	Fort Rock Basin			Buck Creek						"Site ID: Buck-014, UTM Zone: 10, StartEasting: 638382, StartNorthing: 4726940, EndEasting: 638388, EndNorthing: 4764704"	M030050_M298_5G	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	4	2	2	2	2	4	4	2	2	3	3	4	4	1	1	4	4	2	2	2	2	2	2	3	3	3	3	2	2	4	4	3	3	2	2	3	3	1	1	2	4	2	2	4	4	1	3	1	1	1	1	1	1	1	1	3	3	1	1	4	4	2	2	2	4	4	4	2	2	1	3	4	4	2	2	3	3	2	2	1	1	1	1	1	1	1	1	2	2	3	3	1	1	0	0	0	0	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	3	1	1	2	2	1	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M030265	001	M300	8F	SC-2	1194		Oncorhynchus	mykiss	50								10/2/07		HS	6/11/08		"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith"	M030265	Oregon	Klamath	Upper Klamath Lake	Williamson River		Spring Creek						"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9"	M030265_M300_8F	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	2	2	4	4	2	2	3	3	4	4	1	1	2	4	2	2	3	3	2	2	3	3	3	3	2	2	4	4	3	3	2	2	3	3	1	1	4	4	2	2	4	4	3	3	1	1	1	1	1	1	3	3	3	3	1	1	3	4	2	2	2	4	4	4	2	2	1	3	4	4	2	2	3	3	2	2	1	1	1	3	1	1	1	1	2	2	3	3	1	1	0	0	0	0	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	3	1	1	3	3	1	1	2	2	2	2	1	1	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M030266	001	M300	8G	SC-3	1194		Oncorhynchus	mykiss	35								10/2/07		HS	6/11/08		"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith"	M030266	Oregon	Klamath	Upper Klamath Lake	Williamson River		Spring Creek						"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9"	M030266_M300_8G	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	2	2	4	4	2	2	3	3	4	4	1	1	2	4	2	2	3	3	2	2	3	3	3	3	2	2	4	4	3	3	2	2	3	3	1	1	4	4	2	2	4	4	1	3	1	1	1	1	1	1	3	3	3	3	1	1	3	4	2	2	2	4	4	4	2	2	1	1	4	4	2	2	3	3	2	2	1	1	1	1	1	1	1	1	2	2	3	3	1	1	0	0	0	0	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	3	1	1	1	1	1	1	2	2	2	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	1	1	4	4	3	3	4	4	3	3
M030267	001	M300	8H	SC-4	1194		Oncorhynchus	mykiss	55								10/2/07		HS	6/11/08		"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith"	M030267	Oregon	Klamath	Upper Klamath Lake	Williamson River		Spring Creek						"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9"	M030267_M300_8H	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	2	2	4	4	2	2	3	3	4	4	1	1	2	2	2	2	3	3	2	2	3	3	3	3	2	2	4	4	3	3	2	2	1	1	1	1	4	4	2	2	4	4	3	3	1	1	1	1	1	1	3	3	1	3	1	1	3	4	2	2	4	4	4	4	2	2	1	3	4	4	2	2	3	3	2	2	1	1	1	1	1	1	1	1	2	2	3	3	1	1	0	0	0	0	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	3	1	1	3	3	1	1	2	2	2	2	1	1	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	1	1	4	4	3	3	4	4	3	3
M030268	001	M300	9A	SC-5	1194		Oncorhynchus	mykiss	65								10/2/07		HS	6/11/08		"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith"	M030268	Oregon	Klamath	Upper Klamath Lake	Williamson River		Spring Creek						"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9"	M030268_M300_9A	0	0	4	4	2	2	1	1	4	4	3	3	2	4	1	1	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	2	2	4	4	2	2	3	3	4	4	1	1	4	4	2	2	2	3	2	2	3	3	3	3	2	2	4	4	3	3	2	2	3	3	1	1	4	4	2	2	4	4	3	3	1	1	1	1	1	1	3	3	3	3	1	1	4	4	2	2	4	4	4	4	2	2	1	1	4	4	2	2	3	3	2	2	1	1	1	3	1	1	1	1	2	2	3	3	1	1	0	0	0	0	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	3	3	1	1	2	2	2	2	1	1	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	1	2	4	4	3	3	4	4	3	3
M030269	001	M300	9B	SC-6	1194		Oncorhynchus	mykiss	33								10/2/07		HS	6/11/08		"Redband trout, Electrofishing. All fry. Sampler: Tinniswood/T.smith"	M030269	Oregon	Klamath	Upper Klamath Lake	Williamson River		Spring Creek						"Upper Collier Park, Latitude start: 42.64759430, Longitude start: -121.88200880, Township-Range-Section: T34S R7E Sec 9"	M030269_M300_9B	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	2	2	4	4	2	2	3	3	4	4	1	1	4	4	2	2	3	3	2	2	3	3	3	3	2	2	4	4	3	3	2	2	3	3	1	1	4	4	2	2	4	4	3	3	1	1	1	1	1	1	3	3	3	3	1	1	4	4	2	2	4	4	4	4	2	3	1	3	4	4	2	2	3	3	2	2	1	1	1	3	1	1	1	1	2	2	3	3	1	1	0	0	0	0	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	3	3	1	1	2	2	2	2	1	1	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	1	1	4	4	3	3	4	4	3	3
